Event Name,ROTGP,Event Name,RaW,Event Name,TTN,Event Name,RtO,Event Name,HXB,Event Name,AM,Event Name,TTN,Event Name,Bo4T 2,Event Name,Bo4T 1,Event Name,ROTGP,Event Name,HoD,Event Name,RaW,Event Name,TTN,Event Name,RaW,Event Name,TDW,Event Name,TGT,Event Name,RaW,Event Name,TTN,Event Name,AWR,Event Name,AM,Event Name,RaW,Event Name,HoD,Event Name,RaW,Event Name,RtO,Event Name,TGT,Event Name,ROTGP,Event Name,TDW,Event Name,AWR,Event Name,TE,Event Name,TGT,Event Name,TDW,Event Name,HoD,Event Name,AWR,Event Name,RaW,Event Name,TDW,Event Name,RaW,Event Name,TE,Event Name,RtO,Event Name,RaW,Event Name,TDW,Event Name,ROTGP,Event Name,RtO,Event Name,RaW,Event Name,Bo4T 2,Event Name,Bo4T 1,Event Name,RaW,Event Name,AWR,Event Name,RaW,Event Name,TE,Event Name,TDW,Event Name,RaW,Event Name,RtO,Event Name,RaW,Event Name,Bo4T 2,Event Name,Bo4T 1,Event Name,HoD
Shrek,0.9692,TāoTiè,0.9917,TāoTiè,1,TāoTiè,0.9333,TāoTiè,1,TāoTiè,0.8743,TāoTiè,0.9857,TāoTiè,1,TāoTiè,0.9905,TāoTiè,0.9418,TāoTiè,0.9963,TāoTiè,0.9875,TāoTiè,1,TāoTiè,0.9458,TāoTiè,0.9778,TāoTiè,0.9489,TāoTiè,0.9458,TāoTiè,0.9857,TāoTiè,1,TāoTiè,0.9862,TāoTiè,0.9792,TāoTiè,0.9597,TāoTiè,0.9458,Lucian,0.9111,Lucian,0.9778,Lucian,1,Masaana,0.9333,Masaana,0.98,Mister20,0.8327,Powernic,0.8778,Powernic,0.9741,Powernic,0.9963,ShadowSpace,0.988,DoktorJadran,0.9583,AlfredSeet,0.8556,AlfredSeet,0.8542,AlfredSeet,0.9117,Arklight,0.8704,Arklight,0.7917,Arklight,0.9185,Arklight,0.9507,Yaanchy,0.8889,themuffinman,0.6792,themuffinman,0.9365,TheMorbo,0.946,TheMorbo,0.9458,Kauppila,0.752,Kauppila,0.8208,Kauppila,0.8205,OperaSM,1,OperaSM,0.95,OperaSM,0.9296,Omi77,0.9583,Omi77,0.9746,Omi77,1,Cerberus,0.8938
Zohair,0.8596,Zohair,1,Yaanchy,0.9714,Yaanchy,0.9667,Yaanchy,0.8571,Yaanchy,0.9957,AlfredSeet,0.9286,AlfredSeet,0.8762,AlfredSeet,0.9905,AlfredSeet,1,AlfredSeet,0.9267,AlfredSeet,0.9458,AlfredSeet,1,AlfredSeet,0.8083,AlfredSeet,0.8926,AlfredSeet,0.9511,AlfredSeet,0.9792,AlfredSeet,0.9143,AlfredSeet,0.928,AlfredSeet,0.9989,AlfredSeet,0.9083,AlfredSeet,0.8535,AlfredSeet,0.9042,AlfredSeet,0.8407,AlfredSeet,0.8956,AlfredSeet,0.8885,AlfredSeet,0.8852,TāoTiè,0.948,AlfredSeet,0.8327,AlfredSeet,0.8889,AlfredSeet,0.8611,AlfredSeet,0.9121,AlfredSeet,0.94,Yogsoth,1,Yogsoth,0.9741,Yogsoth,1,Yogsoth,0.9801,Yogsoth,0.9667,ShadowSpace,0.8542,Twister,0.913,Twister,0.9542,Twister,0.8407,Twister,0.8125,Twister,0.9206,Yaanchy,0.9905,nezumi,0.9542,nezumi,0.94,oikeus,1,oikeus,0.9202,AmoXJS,0.9315,AmoXJS,0.9042,AmoXJS,0.937,AmoXJS,0.7708,hueyTW,0.8349,laeuftbeidir,0.9429,ThorOso,0.9451
Johnthebarn,0.8322,Johnthebarn,0.95,Marshall,1,Shrek,0.9259,Shrek,1,Shrek,0.8701,Shrek,1,Shrek,0.6571,Shrek,0.9206,Shrek,0.8116,Shrek,0.8535,Shrek,0.8125,Shrek,0.8571,Shrek,0.6958,Magegaga,0.9741,Magegaga,0.9556,Magegaga,1,Magegaga,0.8429,Magegaga,0.972,Magegaga,0.9979,Magegaga,0.875,Magegaga,0.9084,Shrek,0.875,Powernic,0.6,TāoTiè,0.8556,TāoTiè,1,D3r3lict,0.9074,D3r3lict,0.932,Valdahsor,0.8253,analconda,0.9333,6DemonBag,0.913,6DemonBag,0.8535,analconda,0.84,analconda,0.8917,analconda,0.9556,analconda,0.9875,Hesturk,0.9658,Hesturk,0.8852,Hesturk,0.9583,Hesturk,0.9778,Hesturk,0.9155,Hesturk,0.9259,Hesturk,0.9917,Hesturk,0.9937,Hesturk,0.9683,Hesturk,1,Hesturk,0.992,Hesturk,0.9375,Hesturk,0.8946,Hesturk,0.9741,Hesturk,0.9875,Hesturk,0.9519,Hesturk,0.9042,Hesturk,0.7556,Hesturk,0.981,Hesturk,0.9267
Omi77,0.8699,Omi77,0.9167,Omi77,0.55,Omi77,0.8852,Omi77,0.9571,Nyarlathotep,0.9766,Yogsoth,1,Yogsoth,0.927,Yogsoth,1,Yogsoth,0.9452,Yogsoth,0.9707,Yogsoth,1,Yogsoth,0.9286,Yogsoth,1,Yogsoth,0.9556,Yogsoth,1,Yogsoth,0.9583,Masaana,0.9571,Masaana,1,Arklight,0.8924,Arklight,0.7917,Arklight,0.9304,marsdeon,0.8333,Arklight,0.9926,Matthew,0.8889,Arklight,1,Twister,0.9741,Twister,1,Twister,0.8922,Twister,0.8067,Twister,0.9778,Twister,0.9853,Twister,1,Twister,0.9083,Twister,0.9241,Twister,0.9417,Twister,0.9259,Twister,0.963,GGBond,1,GGBond,0.9741,GGBond,0.9718,GGBond,0.9519,GGBond,0.9792,GGBond,0.9048,MagicNinja1,0.9873,MagicNinja1,0.8958,Demonious,1,Demonious,0.8542,Demonious,0.8803,themuffinman,0.9667,laeuftbeidir,0.775,laeuftbeidir,0.9111,Kyrle,0.9042,Kyrle,0.7778,Kyrle,0.9905,Kyrle,0.9267
analconda,0.7774,Magesty,0.8292,Magesty,0.8429,Zohair,0.9852,Zohair,0.9857,Zohair,0.5495,Zohair,0.8929,Zohair,0.9048,Zohair,0.981,Zohair,0.9692,Zohair,0.9267,Zohair,0.9917,Zohair,0.8929,Zohair,0.9292,Zohair,0.8685,Zohair,0.94,Zohair,0.95,Zohair,0.85,Zohair,0.856,Zohair,0.9318,Zohair,0.9375,Zohair,0.8645,Zohair,0.8667,Zohair,0.9852,Zohair,0.8778,Zohair,0.8615,Zohair,0.8889,Zohair,0.912,Zohair,0.7732,Zohair,0.9378,Zohair,0.7481,Zohair,0.9927,Zohair,0.964,Zohair,0.9625,Zohair,0.8574,Zohair,0.975,Zohair,0.5726,Zohair,0.8963,Zohair,0.8958,Zohair,0.9241,Zohair,0.831,Zohair,0.9222,Zohair,0.7917,Zohair,0.8254,Zohair,1,Zohair,0.8542,Zohair,0.9,Zohair,0.8375,Zohair,0.7778,Zohair,0.9963,Zohair,0.9083,darkcanuck,0.9519,darkcanuck,0.9708,darkcanuck,0.946,darkcanuck,0.9937,darkcanuck,0.8828
Arrowny,1.0000,Arrowny,0.9583,Arrowny,1,Arrowny,0.9185,EuropaChaos,0.8429,EuropaChaos,0.9968,EuropaChaos,0.9286,EuropaChaos,0.8571,EuropaChaos,0.946,EuropaChaos,1,EuropaChaos,0.989,EuropaChaos,0.9458,EuropaChaos,1,EuropaChaos,0.8333,EuropaChaos,0.9963,EuropaChaos,0.9422,EuropaChaos,0.9083,lost4g,1,Brookie,0.84,Brookie,0.8115,Brookie,0.9167,lost4g,0.9377,oikeus,0.7792,TheMorbo,0.9852,TheMorbo,0.9333,TheMorbo,0.9962,TheMorbo,0.9241,TheMorbo,0.96,TheMorbo,0.9033,TheMorbo,0.9956,TheMorbo,0.9296,TheMorbo,0.8755,TheMorbo,1,TheMorbo,0.9167,TheMorbo,0.8833,TheMorbo,0.9042,TheMorbo,0.8775,MooNinja,0.6926,MooNinja,0.7917,MooNinja,0.8944,MooNinja,0.8908,Kauppila,0.7593,Kauppila,0.7208,Kauppila,0.6825,Kauppila,0.9873,EuropaChaos,0.75,EuropaChaos,1,EuropaChaos,0.85,EuropaChaos,0.8091,EuropaChaos,0.9407,EuropaChaos,0.95,EuropaChaos,0.9667,EuropaChaos,0.8292,EuropaChaos,0.9365,EuropaChaos,0.9778,EuropaChaos,0.9634
EDHmage,0.8973,EDHmage,0.8083,EDHmage,1,EDHmage,0.9111,EDHmage,0.9714,EDHmage,0.9585,EDHmage,1,EDHmage,0.9333,EDHmage,0.9206,EDHmage,0.9247,EDHmage,0.7509,EDHmage,0.9875,Chronomor,1,Xombiemike,0.7458,Xombiemike,0.9648,Xombiemike,0.9511,Xombiemike,0.8792,analconda,0.9571,analconda,0.992,analconda,0.9957,Guest,0.9375,Guest,0.9634,Guest,0.9333,Guest,0.9037,Guest,0.96,Guest,0.9615,Guest,0.9833,Guest,0.992,Guest,0.9517,Guest,0.9111,Guest,0.8315,Guest,0.9744,Guest,0.988,Guest,0.9583,Guest,0.9963,Guest,0.9875,Guest,0.8319,Guest,0.9111,Guest,0.9583,Guest,1,Guest,0.9049,Guest,0.9667,Guest,0.9792,Guest,1,Guest,1,Guest,0.9875,Guest,0.94,Guest,0.9792,Guest,0.9145,Guest,0.9426,Guest,0.9583,Guest,0.9667,Guest,0.9292,Guest,1,Guest,1,Guest,0.956
paleale,0.9760,paleale,0.8625,paleale,0.9,paleale,0.8519,paleale,0.7143,paleale,0.9862,paleale,0.9,paleale,0.8,paleale,0.981,paleale,0.9247,paleale,0.9158,paleale,0.8125,paleale,0.9143,jimmysnuka,1,jimmysnuka,0.9296,jimmysnuka,0.8667,marsdeon,0.8167,TheMorbo,0.9643,TheMorbo,0.98,TheMorbo,0.9627,Mister20,0.9042,EDHmage,0.9487,MooNinja,0.9167,MooNinja,0.8111,MooNinja,0.7822,themuffinman,0.9538,themuffinman,0.9,themuffinman,1,themuffinman,0.8922,themuffinman,0.7244,themuffinman,0.9889,themuffinman,0.9487,themuffinman,1,themuffinman,0.8042,themuffinman,0.9519,themuffinman,0.9875,Chronomor,0.7749,analconda,0.9778,analconda,0.9333,analconda,0.9611,analconda,0.8944,analconda,0.8963,analconda,0.9833,analconda,0.9873,analconda,0.9841,Twister,0.9417,Twister,0.904,Arklight,0.875,Arklight,0.7607,D3r3lict,0.9333,hueyTW,0.9167,Kauppila,0.8926,MagicNinja1,0.9583,MagicNinja1,0.8508,MagicNinja1,1,MagicNinja1,0.9341
Arklight,0.9452,Arklight,0.875,Arklight,0.8571,Arklight,0.9593,jimmysnuka,0.8357,jimmysnuka,0.9659,Powernic,0.9857,Lucian,1,Lucian,0.9905,Lucian,0.9726,Lucian,0.9597,Lucian,0.9,Lucian,0.9714,Lucian,0.9583,Lucian,0.9426,Lucian,0.9333,Lucian,0.8625,Lucian,0.9643,Lucian,0.916,Lucian,0.9957,Lucian,0.9083,Lucian,0.9414,Mister20,0.9375,Mister20,0.9852,Mister20,0.9889,Mister20,0.9962,MooNinja,0.6,Matthew,0.9,Matthew,0.7881,Omi77,0.9044,Valdahsor,0.8981,Valdahsor,0.8791,Valdahsor,0.928,Valdahsor,0.8375,Valdahsor,0.9556,Valdahsor,0.825,Valdahsor,0.8405,Kauppila,0.4852,Kauppila,0.975,Kauppila,0.8796,themuffinman,0.8908,AmoXJS,0.8593,Xombiemike,0.7125,Shrek,0.946,Shrek,0.9683,tinyau,0.8042,Alfred,0.904,oibaf2000,0.85,oibaf2000,0.6724,oibaf2000,0.9037,oibaf2000,0.9583,oibaf2000,0.8667,Gaston,0.7625,MJuhlz,0.819,Shrek,1,Shrek,0.9121
Mister20,0.9384,Mister20,0.9583,Mister20,1,Mister20,1,Mister20,0.9857,Mister20,0.9968,Mister20,0.9786,Mister20,0.9841,Mister20,1,Mister20,1,Mister20,0.8974,Mister20,0.9917,Mister20,1,Mister20,0.9583,Mister20,0.9907,Mister20,0.9667,Mister20,0.8875,Mister20,1,Demonious,0.948,Yogsoth,1,Yogsoth,1,Yogsoth,0.9927,OperaSM,0.9583,GGBond,1,GGBond,0.9889,GGBond,0.9885,GGBond,0.9778,GGBond,0.992,GGBond,0.948,GGBond,0.9778,GGBond,0.9278,GGBond,0.978,GGBond,0.864,GGBond,0.9542,EDHmage,0.9704,EDHmage,0.95,Demonious,0.9972,Demonious,0.9593,marsdeon,0.8333,Demonious,0.9944,Demonious,0.9155,Demonious,0.8519,Demonious,0.9625,Demonious,1,Xombiemike,0.9143,Valdahsor,0.7333,Magegaga,0.868,lost4g,0.9458,lost4g,0.9117,lost4g,1,lost4g,0.8792,lost4g,0.9185,lost4g,1,lost4g,0.9206,lost4g,0.9365,lost4g,0.9707
Yogsoth,0.9418,Yogsoth,0.9875,Yogsoth,1,Yogsoth,1,Yogsoth,0.9286,Arrowny,0.9649,Brookie,0.3786,Brookie,0.5905,Brookie,0.9619,Brookie,0.8801,Brookie,0.7216,Brookie,0.9625,Brookie,0.7929,Brookie,0.9917,Brookie,0.9185,Brookie,0.7778,Brookie,0.7917,tinyau,0.8714,tinyau,1,tinyau,0.9968,tinyau,0.975,tinyau,0.9084,tinyau,0.8292,tinyau,0.9148,tinyau,0.9067,tinyau,1,tinyau,0.7907,tinyau,0.92,tinyau,0.8178,tinyau,0.5378,tinyau,0.9074,tinyau,0.9341,tinyau,1,tinyau,0.9167,tinyau,0.8759,tinyau,0.8333,tinyau,0.7066,nezumi,0.9593,Masaana,0.8292,EDHmage,0.9556,EDHmage,0.8908,EDHmage,0.9667,EDHmage,0.9583,EDHmage,0.9905,EDHmage,1,EDHmage,0.9583,EDHmage,1,EDHmage,1,EDHmage,0.8006,EDHmage,0.9333,EDHmage,0.9167,EDHmage,0.9852,EDHmage,0.7125,EDHmage,0.9048,AmoXJS,0.9175,AmoXJS,0.956
Abyssian,0.9452,Abyssian,0.9875,Abyssian,0.9857,Abyssian,0.7815,Abyssian,0.9714,Abyssian,0.9766,Abyssian,0.9643,Abyssian,0.8349,Abyssian,0.9365,Abyssian,0.9452,D3r3lict,0.9451,D3r3lict,0.9417,D3r3lict,1,marsdeon,0.7542,AmoXJS,0.9778,RayFinkle,0.7933,EDHmage,0.9917,EDHmage,1,EDHmage,0.768,MooNinja,0.7998,MooNinja,0.825,analconda,0.9927,analconda,1,Yogsoth,0.9185,Yogsoth,0.9778,Yogsoth,0.9615,Yogsoth,0.9519,Yogsoth,0.9,ShadowSpace,0.6394,Magegaga,0.7333,Shaggy2000,0.7111,Shaggy2000,0.8132,Chronomor,0.9,MooNinja,0.675,MooNinja,0.8611,MooNinja,0.8958,Shrek,0.8689,Shrek,0.9296,Valdahsor,0.725,Valdahsor,0.8537,nezumi,0.8838,nezumi,0.8593,Bihotz,0.525,AmoXJS,0.8889,Omi77,0.9746,Omi77,0.8958,Omi77,0.98,Omi77,0.8583,Omi77,0.8006,Omi77,0.9741,Omi77,0.8917,TomteCat,0.8444,Zohair,0.8833,Zohair,0.7619,Zohair,0.8063,Zohair,0.9451
